TestIncome,TestLoss,TestMAE,R2,city,split,zero_home,zero_visit,zero_person
4,0.2160993218421936,0.3409916162490845,0.7904316186904907,london,3,False,False,True
2,0.234407290816307,0.3625211715698242,0.7493694424629211,saopaulo,1,False,False,False
3,0.242698073387146,0.3725168704986572,0.7490333318710327,saopaulo,1,False,False,False
4,0.2608902752399444,0.3872730731964111,0.7120513916015625,saopaulo,1,False,False,False
1,0.5932583212852478,0.5911678671836853,0.3657863438129425,boston,2,False,True,True
3,0.7166963815689087,0.6355673670768738,0.293016642332077,boston,2,False,True,True
4,0.7184070348739624,0.632899820804596,0.2784684896469116,boston,2,False,True,True
random,0.2124432325363159,0.3456864655017853,0.7871216535568237,saopaulo,random,False,False,True
1,0.1700462847948074,0.298064261674881,0.8068680167198181,chicago,2,True,False,True
3,0.1697070896625518,0.2968922555446625,0.8294936418533325,chicago,2,True,False,True
4,0.1875678747892379,0.3077717125415802,0.8234720826148987,chicago,2,True,False,True
1,0.256529152393341,0.3881970047950744,0.7277591824531555,boston,4,False,False,True
2,0.2590481042861938,0.3835819363594055,0.743878185749054,boston,4,False,False,True
3,0.2811232805252075,0.3906125724315643,0.7228024005889893,boston,4,False,False,True
random,0.9991618394851683,0.800547182559967,-0.0019649963360279,hongkong,random,True,True,False
1,0.3923634886741638,0.4694007039070129,0.6097810864448547,hongkong,3,True,False,True
2,0.383553683757782,0.4635408818721771,0.6116931438446045,hongkong,3,True,False,True
4,0.40635946393013,0.4685066044330597,0.5869097113609314,hongkong,3,True,False,True
1,0.4471404254436493,0.4892297387123108,0.5051994323730469,london,2,False,True,True
3,0.6797585487365723,0.6073383092880249,0.3391411602497101,london,2,False,True,True
4,0.7437785267829895,0.6346890926361084,0.2889190912246704,london,2,False,True,True
1,0.1920893192291259,0.3224540650844574,0.7906686067581177,london,4,False,False,True
2,0.1965552270412445,0.329433262348175,0.7936062216758728,london,4,False,False,True
3,0.2148157656192779,0.3414526581764221,0.7909783720970154,london,4,False,False,True
2,0.2585798501968384,0.3824015855789184,0.7445463538169861,boston,1,True,False,False
3,0.2916461825370788,0.4075945317745209,0.7122647762298584,boston,1,True,False,False
4,0.3223192393779754,0.4264601171016693,0.6742430329322815,boston,1,True,False,False
random,0.1726916283369064,0.2974910140037536,0.8267955780029297,chicago,random,True,False,False
1,0.6085979342460632,0.6050599813461304,0.3233116865158081,saopaulo,2,False,True,True
3,0.6065675616264343,0.5997318029403687,0.3731971979141235,saopaulo,2,False,True,True
4,0.5857388377189636,0.5835056304931641,0.3509496450424194,saopaulo,2,False,True,True
2,0.3942978084087372,0.4635369181632995,0.6008008718490601,hongkong,1,True,False,True
3,0.4270318448543548,0.4770821332931518,0.5736416578292847,hongkong,1,True,False,True
4,0.4395476877689361,0.4826489686965942,0.5532124042510986,hongkong,1,True,False,True
1,0.6688035726547241,0.6466031074523926,0.2516579926013946,saopaulo,4,False,True,True
2,0.644882082939148,0.6320556402206421,0.3062467277050018,saopaulo,4,False,True,True
3,0.5987987518310547,0.606295108795166,0.3810306787490845,saopaulo,4,False,True,True
1,1.1323095560073853,0.8471041321754456,-0.120254598557949,hongkong,3,True,True,False
2,1.02447509765625,0.8081133961677551,-0.0321857258677482,hongkong,3,True,True,False
4,1.0982615947723389,0.8406693339347839,-0.1261612772941589,hongkong,3,True,True,False
2,0.7118871808052063,0.6439772248268127,0.2948539853096008,boston,1,False,True,True
